Title,Link,Category,Tags
ANN1 and ANN2 Function in Post-Phloem Sugar Transport in Root Tips to Affect Primary Root Growth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6130020/,Plant Biology,"Plant Biology, Development"
Mitochondria-targeted human catalase in the mouse longevity MCAT model mitigates head-tilt bedrest-induced neuro-inflammation in the hippocampus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695374/,Cell Biology,"Cell Biology, Neuroscience, Model Organisms"
Structural and functional properties of bone are compromised in amyotrophic lateral sclerosis mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141014/,Bone & Skeletal Research,"Bone Research, Oxidative Stress, Model Organisms"
Longitudinal time course of muscle impairments during partial weight-bearing in rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706399/,Muscle Research,"Muscle, Life Sciences"
The partial weight-bearing rat model using a pelvic harness does not impact stress or hindlimb blood flow.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034070/,Bone & Skeletal Research,"Bone Research, Physiological Effects"
Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7235020/,Bone & Skeletal Research,"Bone Research, Life Sciences"
Approaching Gravity as a Continuum Using the Rat Partial Weight-Bearing Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7599661/,Biomedical Research,Life Sciences
Hindlimb suspension in Wistar rats: Sex-based differences in muscle response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8493566/,Muscle Research,"Muscle, Physiological Effects"
Adaptation to full weight-bearing following disuse in rats: The impact of biological sex on musculoskeletal recovery,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10926278/,Bone & Skeletal Research,"Bone Research, Physiological Effects"
Effects of liquid cultivation on gene expression and phenotype of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6069985/,Genetics & Genomics,"Genetics, Physiological Effects"
Transcriptomic Signature of the Simulated Microgravity Response in Caenorhabditis elegans and Comparison to Spaceflight Experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9856674/,Space Biology,"Space Biology, Physiological Effects"
Enabling clonal analyses of yeast in outer space by encapsulation and desiccation in hollow microparticles.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9410522/,Space Biology,"Space Biology, Life Sciences"
Caenorhabditis elegans in microgravity: An omics perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10344948/,Space Biology,"Space Biology, Bioinformatics"
Dried plum diet protects from bone loss caused by ionizing radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4750446/,Bone & Skeletal Research,"Bone Research, Radiation"
Dietary countermeasure mitigates simulated spaceflight-induced osteopenia in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162976/,Space Biology,"Space Biology, Bone Research, Model Organisms"
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,Space Biology,"Space Biology, Genetics, Cardiovascular"
Autophagy and its consequences for platelet biology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11953390/,Biomedical Research,Life Sciences
A new role of NAP1L1 in megakaryocytes and human platelets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9737020/,Biomedical Research,Life Sciences
Evaluation of rodent spaceflight in the NASA animal enclosure module for an extended operational period (up to 35 days),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515519/,Space Biology,"Space Biology, Life Sciences"
Morphology of Penicillium rubens Biofilms Formed in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10144393/,Space Biology,"Space Biology, Life Sciences"
Explainable machine learning identifies multi-omics signatures of muscle response to spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719374/,Space Biology,"Space Biology, Muscle, Bioinformatics, Model Organisms"
Microbial adaptation to spaceflight is correlated with bacteriophage-encoded functions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11096397/,Space Biology,"Space Biology, Aging"
Influence of the spaceflight environment on macrophage lineages,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166655/,Space Biology,"Space Biology, Aging"
MARSBOx: Fungal and bacterial endurance from a balloon-flown analog mission in the stratosphere,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7937622/,Space Biology,"Space Biology, Life Sciences"
In situ linkage of fungal and bacterial proliferation to microbiologically influenced corrosion in B20 biodiesel storage tanks.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7055474/,Biomedical Research,"Oxidative Stress, Aging"
"Identification of metagenome-assembled genomes containing antimicrobial resistance genes, isolated from an advanced water treatment facility.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118179/,Genetics & Genomics,"Genetics, Immunology, Aging"
Nature of pre-earthquake phenomena and their effects on living organisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4494396/,Biomedical Research,"Physiological Effects, Life Sciences"
The rapid diagnosis and effective inhibition of coronavirus using spike antibody attached gold nanoparticles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8323809/,Biomedical Research,"Physiological Effects, Life Sciences"
Blocking SARS-CoV-2 Delta variant (B.1.617.2) spike protein receptor-binding domain binding with the ACE2 receptor of the host cell and inhibiting virus infections using human host defense peptide-conjugated graphene quantum dots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8886715/,Cell Biology,"Cell Biology, Metabolism, Immunology, Molecular Biology"
Safety and pharmacokinetics of intranasally administered heparin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8890767/,Biomedical Research,Life Sciences
Inhibition of SARS-CoV-2 wild-type (Wuhan-Hu-1) and Delta (B.1.617.2) strains by marine sulfated glycans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9487896/,Biomedical Research,Life Sciences
Inhibition of Cytomegalovirus by Pentacta pygmaea Fucosylated Chondroitin Sulfate Depends on Its Molecular Weight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142442/,Biomedical Research,"Molecular Biology, Life Sciences"
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,Space Biology,"Space Biology, Radiation"
A Tissue Retrieval and Postharvest Processing Regimen for Rodent Reproductive Tissues Compatible with Long-Term Storage on the International Space Station and Postflight Biospecimen Sharing Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309301/,Space Biology,"Space Biology, Genetics, Reproductive Biology, Aging"
Effects of sex and gender on adaptations to space: reproductive health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,Space Biology,"Space Biology, Reproductive Biology"
Effects of spaceflight on the muscles of the murine shoulder.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6343501/,Space Biology,"Space Biology, Muscle, Model Organisms"
Multiscale effects of spaceflight on murine tendon and bone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138367/,Space Biology,"Space Biology, Bone Research, Model Organisms"
Reproducible changes in the gut microbiome suggest a shift in microbial and host metabolism during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6689164/,Space Biology,"Space Biology, Metabolism"
Failure to Generate Bone Marrow Adipocytes Does Not Protect Mice from Ovariectomy-Induced Osteopenia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3564669/,Bone & Skeletal Research,"Bone Research, Genetics, Model Organisms"
Acute exposure to high dose gamma-radiation results in transient activation of bone lining cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4042434/,Bone & Skeletal Research,"Bone Research, Cell Biology, Radiation"
Morbid obesity attenuates the skeletal abnormalities associated with leptin deficiency in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4161659/,Bone & Skeletal Research,"Bone Research, Model Organisms"
Hypothalamic leptin gene therapy reduces body weight without accelerating age-related bone loss,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4917201/,Bone & Skeletal Research,"Bone Research, Genetics, Aging"
Hypothalamic Leptin Gene Therapy Reduces Bone Marrow Adiposity in ob/ob Mice Fed Regular and High-Fat Diets.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4985531/,Bone & Skeletal Research,"Bone Research, Genetics, Model Organisms"
Room temperature housing results in premature cancellous bone loss in growing female mice: implications for the mouse as a preclinical model for age-related bone loss.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5421618/,Bone & Skeletal Research,"Bone Research, Cell Biology, Aging, Model Organisms"
Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515514/,Space Biology,"Space Biology, Bone Research"
Role of oestrogen receptor signaling in skeletal response to leptin in female ob/ob mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671758/,Bone & Skeletal Research,"Bone Research, Model Organisms"
Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5771473/,Bone & Skeletal Research,"Bone Research, Genetics, Oxidative Stress, Model Organisms"
Leptin stimulates bone formation in ob/ob mice at doses having minimal impact on energy metabolism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/,Bone & Skeletal Research,"Bone Research, Metabolism, Model Organisms"
Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/,Space Biology,"Space Biology, Bone Research, Model Organisms"
Metabolic Coupling Between Bone Marrow Adipose Tissue and Hematopoiesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9784906/,Space Biology,"Space Biology, Bone Research, Metabolism"
Maintenance of near normal bone mass and architecture in lethally irradiated female mice following adoptive transfer with as few as 750 purified hematopoietic stem cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/,Bone & Skeletal Research,"Bone Research, Stem Cells, Cell Biology, Model Organisms"
Effect of leptin deficiency on the skeletal response to hindlimb unloading in adult male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/,Bone & Skeletal Research,"Bone Research, Model Organisms"
Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/,Bone & Skeletal Research,"Bone Research, Cell Biology, Model Organisms"
Effects of Spaceflight on Cancellous and Cortical Bone in Proximal Femur in Growing Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/,Space Biology,"Space Biology, Bone Research, Cell Biology"
Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/,Space Biology,"Space Biology, Genetics, Model Organisms"
Leptin and environmental temperature as determinants of bone marrow adiposity in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9582271/,Bone & Skeletal Research,"Bone Research, Model Organisms"
Small changes in thermoregulation influence cancellous bone turnover balance in distal femur metaphysis in growing female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10063413/,Bone & Skeletal Research,"Bone Research, Cell Biology, Model Organisms"
Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/,Space Biology,"Space Biology, Bone Research, Radiation, Immunology"
Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/,Space Biology,"Space Biology, Genetics, Immunology"
Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/,Space Biology,"Space Biology, Life Sciences"
Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,Space Biology,"Space Biology, Life Sciences"
Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/,Biomedical Research,Life Sciences
Microfluidic Device for Studying Nematodes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/,Biomedical Research,"Research Analysis, Life Sciences"
NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/,Muscle Research,"Muscle, Life Sciences"
"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/,Genetics & Genomics,"Genetics, Muscle, Neuroscience"
Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/,Space Biology,"Space Biology, Muscle, Molecular Biology"
Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/,Biomedical Research,"Metabolism, Molecular Biology"
A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/,Muscle Research,"Muscle, Metabolism, Molecular Biology"
NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/,Biomedical Research,"Aging, Life Sciences"
Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/,Space Biology,"Space Biology, Cell Biology, Neuroscience"
Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/,Space Biology,"Space Biology, Genetics, Muscle"
A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/,Space Biology,"Space Biology, Aging"
Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/,Cell Biology,"Cell Biology, Life Sciences"
Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/,Muscle Research,"Muscle, Aging"
Spaceflight Induces Strength Decline in Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/,Space Biology,"Space Biology, Life Sciences"
Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/,Biomedical Research,"Metabolism, Life Sciences"
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,Space Biology,"Space Biology, Molecular Biology, Bioinformatics"
Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/,Biomedical Research,Life Sciences
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,Muscle Research,"Muscle, Cell Biology, Metabolism, Molecular Biology"
New perspectives on viable microbial communities in low-biomass cleanroom environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/,Biomedical Research,Life Sciences
Microbial existence in controlled habitats and their resistance to space conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/,Space Biology,"Space Biology, Life Sciences"
Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/,Space Biology,"Space Biology, Genetics"
"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/,Space Biology,"Space Biology, Genetics"
Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Space Biology,"Space Biology, Genetics"
Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/,Space Biology,"Space Biology, Genetics"
Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/,Space Biology,"Space Biology, Genetics"
Human presence impacts fungal diversity of inflated lunar/Mars analog habitat.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504618/,Biomedical Research,"Physiological Effects, Life Sciences"
Whole metagenome profiles of particulates collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580210/,Space Biology,"Space Biology, Genetics, Aging"
Microbial Characteristics of ISS Environmental Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,Space Biology,"Space Biology, Life Sciences"
"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/,Space Biology,"Space Biology, Genetics"
Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/,Space Biology,"Space Biology, Life Sciences"
KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/,Biomedical Research,"Oxidative Stress, Research Analysis"
Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/,Biomedical Research,Life Sciences
"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/,Space Biology,"Space Biology, Genetics"
Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,Space Biology,"Space Biology, Genetics, Immunology"
Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,Space Biology,"Space Biology, Genetics, Plant Biology"
Characterization of Aspergillus niger Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,Space Biology,"Space Biology, Genetics"
Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,Space Biology,"Space Biology, Genetics"
Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/,Space Biology,"Space Biology, Genetics, Immunology"
"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,Space Biology,"Space Biology, Genetics, Metabolism, Bioinformatics"
Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,Space Biology,"Space Biology, Genetics"
Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,Space Biology,"Space Biology, Genetics"
Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,Space Biology,"Space Biology, Genetics"
Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,Biomedical Research,"Metabolism, Life Sciences"
MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,Genetics & Genomics,"Genetics, Bioinformatics"
Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,Space Biology,"Space Biology, Genetics"
Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,Space Biology,"Space Biology, Genetics"
Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,Space Biology,"Space Biology, Genetics"
Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,Space Biology,"Space Biology, Genetics"
Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,Space Biology,"Space Biology, Genetics"
Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,Space Biology,"Space Biology, Genetics"
Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,Space Biology,"Space Biology, Genetics"
Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,Space Biology,"Space Biology, Genetics"
"Methylobacterium ajmalii sp. nov., isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,Space Biology,"Space Biology, Genetics"
Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,Space Biology,"Space Biology, Genetics"
Advances in Space Microbiology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/,Space Biology,"Space Biology, Life Sciences"
Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,Space Biology,"Space Biology, Physiological Effects"
Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/,Space Biology,"Space Biology, Genetics"
Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,Space Biology,"Space Biology, Life Sciences"
Investigation of Spaceflight Induced Changes to Astronaut Microbiomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988970/,Space Biology,"Space Biology, Life Sciences"
Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/,Space Biology,"Space Biology, Genetics, Plant Biology, Development"
"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/,Space Biology,"Space Biology, Genetics, Cell Biology"
Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/,Space Biology,"Space Biology, Genetics, Metabolism"
"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/,Space Biology,"Space Biology, Genetics"
Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/,Space Biology,"Space Biology, Genetics"
Characterization of metagenome-assembled genomes from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,Space Biology,"Space Biology, Genetics, Aging"
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,Space Biology,"Space Biology, Genetics"
Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715203/,Space Biology,"Space Biology, Genetics, Aging"
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,Space Biology,"Space Biology, Genetics, Aging, Bioinformatics"
"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10960378/,Space Biology,"Space Biology, Genetics, Metabolism"
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,Space Biology,"Space Biology, Genetics, Aging, Bioinformatics"
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,Space Biology,"Space Biology, Genetics"
Spatial regulation of a common precursor from two distinct genes generates metabolite diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5523082/,Genetics & Genomics,"Genetics, Metabolism"
Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012–2018).,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590338/,Biomedical Research,"Metabolism, Life Sciences"
Cortical thinning and structural bone changes in non-human primates after single-fraction whole-chest irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6036641/,Bone & Skeletal Research,"Bone Research, Radiation"
Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6599637/,Space Biology,"Space Biology, Radiation, Aging"
The individual and combined effects of spaceflight radiation and microgravity on biologic systems and functional outcomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8274610/,Space Biology,"Space Biology, Radiation"
Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8131644/,Space Biology,"Space Biology, Aging"
αKlotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9163032/,Space Biology,"Space Biology, Life Sciences"
Prolonged exposure to particulate chromate inhibits RAD51 nuclear import mediator proteins.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5568470/,Biomedical Research,"Metabolism, Molecular Biology"
"Transcriptomics, NF-κB Pathway, and Their Potential Spaceflight-Related Health Consequences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5485990/,Space Biology,"Space Biology, Molecular Biology, Bioinformatics"
Interplay of space radiation and microgravity in DNA damage and DNA damage response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460239/,Space Biology,"Space Biology, Genetics, Radiation, Aging"
"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6275019/,Genetics & Genomics,"Genetics, Cell Biology, Radiation, Immunology"
